,state,county,city,facility_name,address,lat,lon,hash
34,FL,HILLSBOROUGH,,PALM TERRACE ASSISTED LIVING FACILITY & ADULT DAYCARE CENTER,"5121 E Serena Dr, Tampa, FL 33617, USA",28.043237,-82.3979505,1313491401620763413
35,FL,MIAMI-DADE,,SWEETEST HOME INC (THE),"480 NW 26th Ave, Miami, FL 33125, USA",25.777604,-80.238565,4894345072376749261
36,FL,LAKE,,SILVER LAKE VILLAGE,"Silver Lake, FL 34788, USA",28.8419338,-81.7984118,3652859311048298075
37,FL,SUMTER,,FREEDOM POINTE AT THE VILLAGES REHABILITATION AND HEALTHCARE CTR,"1550 El Camino Real, The Villages, FL 32159, USA",28.9501865,-81.9628106,-3992542176134731780
38,FL,BREVARD,,CRESTWOOD HOUSE LLC,"848 Crestwood Ave, Titusville, FL 32796, USA",28.625062,-80.85651899999999,-4173190444701044265
39,FL,MIAMI-DADE,,"LOG CABIN ENTERPRISES, INC.","2600 NE 2nd Ave, Miami, FL 33137, USA",25.8018245,-80.1910905,8544705670506163459
40,FL,MIAMI-DADE,,"APOSTOLADO HOME #3, INC","Miami-Dade County, FL, USA",25.5516034,-80.6326916,5650533366152263713
41,FL,PALM BEACH,,LOURDES PAVILION,"311 S Flagler Dr #9213, West Palm Beach, FL 33401, USA",26.711074,-80.050158,-6886380859946511418
42,FL,VOLUSIA,,BRILLIANCE ASSISTED LIVING,"699 N Dixie Fwy, New Smyrna Beach, FL 32168, USA",29.0336836,-80.9298906,-8636292748753060728
43,FL,PALM BEACH,,VICTORIA GARDENS ALF,"701 W 9th St, Riviera Beach, FL 33404, USA",26.769898,-80.06379799999999,-6627336044829398215
44,FL,MIAMI-DADE,,"SANDS AT SOUTH BEACH CARE CENTER, THE","42 Collins Ave, Miami Beach, FL 33139, USA",25.7694302,-80.13431369999999,6290812778694699456
45,FL,PINELLAS,,ACCORDIA WOODS,"1889 Curlew Rd, Palm Harbor, FL 34683, USA",28.0490565,-82.7519657,6281475194766062778
46,FL,ST. LUCIE,,"FABULOUS RESORT ALF, LLC","1762 SE Carvalho St, Port St. Lucie, FL 34983, USA",27.2880467,-80.3369117,4032378494073247742
47,FL,MIAMI-DADE,,MAGGIE'S RETIREMENT HOME #4,"7930 SW 11th St, Miami, FL 33144, USA",25.759481,-80.3249979,5318620083250716110
48,FL,MIAMI-DADE,,"SUNRISE COMMUNITY, INC. - 444 NW 22ND STREET","444 NW 22nd St, Homestead, FL 33030, USA",25.4906091,-80.4841625,-3006817076143505555
49,FL,MIAMI-DADE,,LAS MERCEDES BOARDING HOME,"1600 NW 3rd Ave, Miami, FL 33136, USA",25.790592,-80.200856,-6144019273618943228
50,FL,MIAMI-DADE,,"SALMO 23 NO. 2, LLC.","277 E 4th St, Hialeah, FL 33010, USA",25.8257796,-80.2757578,-322882565379355083
51,FL,MIAMI-DADE,,HIALEAH SHORES NURSING AND REHAB CENTER,"8785 NW 32nd Ave, Miami, FL 33147, USA",25.8535455,-80.24987820000001,3494639371814410546
52,FL,BROWARD,,"THE GARDENS AT MAPLEWOOD ALF, INC.","1342 NW 104th Dr, Coral Springs, FL 33071, USA",26.248601,-80.265652,1439115407419947555
53,FL,MIAMI-DADE,,SAN LAZARO ALF CORP,"2742 SW 8th St #8, Miami, FL 33135, USA",25.7645116,-80.2396115,-2612837388736387702
54,FL,LAKE,,LAKEVIEW TERRACE ASSISTED LIVING FACILITY,"331 Raintree Dr, Altoona, FL 32702, USA",28.9660056,-81.6545345,6944647185173745617
55,FL,,,UNKNOWN,"6380 62nd Ave N, Pinellas Park, FL 33781, USA",27.8273117,-82.7239785,4497996861089456074
56,FL,MIAMI-DADE,,VISTA ALEGRE,"677 SW 9th Ave, Miami, FL 33130, USA",25.7671404,-80.2089062,-3656877150730211564
57,FL,BREVARD,,LIVING SOUTHERN STYLE OF BREVARD LLC,"1721 Rockledge Dr, Rockledge, FL 32955, USA",28.3109877,-80.7055812,3507905328773562772
58,FL,PINELLAS,,MEASE CONTINUING CARE,"910 New York Ave, Dunedin, FL 34698, USA",28.0147972,-82.7806777,936079570924413936
59,FL,MIAMI-DADE,,FAIR HAVENS CENTER,"201 Curtiss Pkwy, Miami Springs, FL 33166, USA",25.8187207,-80.2829682,2037000869691936365
60,FL,SEMINOLE,,LUTHERAN HAVEN ASSISTED LIVING FACILITY,"1525 Haven Dr, Oviedo, FL 32765, USA",28.64176,-81.23177,-8277871967716515916
61,FL,MIAMI-DADE,,POINTE OF NORTH GABLES,"5890 SW 8th St, Miami, FL 33144, USA",25.7632801,-80.2917757,-5676622074276018014
62,FL,MIAMI-DADE,,ROSE'S RETIREMENT HOME,"11520 SW 108th Ave, Miami, FL 33176, USA",25.6616921,-80.36981229999999,156393640542312870
63,FL,MIAMI-DADE,,"SUNNY HILLS ALF OF HOMESTEAD, INC","25268 SW 134th Ave, Homestead, FL 33032, USA",25.5312891,-80.4089523,3772037673996966213
64,FL,BREVARD,,SOLARIS SENIOR LIVING MERRITT ISLAND,"535 Crockett Blvd, Merritt Island, FL 32953, USA",28.388083,-80.709217,6662376388269876555
65,FL,MIAMI-DADE,,"D&N HOME CARE SERVICES, INC","1140 W 50th St #305, Hialeah, FL 33012, USA",25.867399,-80.3059339,-7987175064338613766
66,FL,WASHINGTON,,HOME SWEET HOME A.L.F.,"1613 Monroe Sheffield Rd, Chipley, FL 32428, USA",30.6696471,-85.5685999,8226318080947385142
67,FL,MIAMI-DADE,,LOLITA HOME CARE ALF CORP,"Miami-Dade County, FL, USA",25.5516034,-80.6326916,-197867172772130556
68,FL,VOLUSIA,,ROSE MANOR INC.,"120 North St #2228, DeLand, FL 32720, USA",29.0525664,-81.3054767,-5212727041094625270
69,FL,MIAMI-DADE,,IYA-KERE ALF INC,"6744 SW 22nd St, Miami, FL 33155, USA",25.749755,-80.30431190000002,7519156634213371045
70,FL,MIAMI-DADE,,NEW ERA COMMUNITY HEALTH CENTER LLC,"1351 N Krome Ave, Homestead, FL 33030, USA",25.4831503,-80.4765953,4812917844616217074
71,FL,MIAMI-DADE,,"SUNRISE COMMUNITY, INC. - 22300 SW 162ND AVE","22300 SW 162nd Ave, Miami, FL 33170, USA",25.5576778,-80.45579359999999,3597950368513918707
72,FL,COLUMBIA,,"RES-CARE, INC.","673 NW Cluster Dr, Lake City, FL 32055, USA",30.193418,-82.6547855,1733591962646032831
73,FL,MIAMI-DADE,,"TRAILWINDS ASSISTED LIVING, LLC","14929 SW 39th St, Miami, FL 33185, USA",25.7310443,-80.4362991,-336680752389028183
74,FL,POLK,,"SUNRISE COMMUNITY, INC. - 2160 GREEN TREE COURT","2160 Green Tree Ct, Bartow, FL 33830, USA",27.881231,-81.82162699999999,4390538456942839758
75,FL,MIAMI-DADE,,CROSS GARDENS CARE CENTER,"190 NE 191st St, Miami, FL 33179, USA",25.9498889,-80.1978,3314681245248938205
76,FL,MIAMI-DADE,,MAGIARI INC.,"111 NW 1st St #2910, Miami, FL 33128, USA",25.7752383,-80.1966853,-8202674485551559324
77,FL,MIAMI-DADE,,"SILVER PALM ASSISTED LIVING, LLC","Silver Palm, FL 33170, USA",25.55056,-80.44139,-1871349376735257898
78,FL,MIAMI-DADE,,"SUNRISE COMMUNITY, INC. - 5436 SW 148TH COURT","5436 SW 148th Ct, Miami, FL 33185, USA",25.714987,-80.433549,3975134464665583440
79,FL,HILLSBOROUGH,,SAINT LAZARUS ALF,"6916 N 30th St, Tampa, FL 33610, USA",28.0119565,-82.4268994,7795119925642221453
80,FL,PASCO,,BEL-AIR HOUSE,"5550 River Rd, New Port Richey, FL 34652, USA",28.240275,-82.725897,2740230239775254206
81,FL,BROWARD,,HARBOR BEACH NURSING AND REHABILITATION CENTER,"1615 Miami Rd, Fort Lauderdale, FL 33316, USA",26.1015358,-80.1344325,5560275039769055470
82,FL,ORANGE,,SAVANNAH COVE,"1301 FL-414 Ste 100, Maitland, FL 32751, USA",28.6314438,-81.3790081,2359387943839776639
83,FL,ORANGE,,WESTMINSTER BALDWIN PARK,"2645 Lake Baldwin Ln, Orlando, FL 32814, USA",28.5779773,-81.32058549999999,6558875115660122301
84,FL,SARASOTA,,BREEZE CARE CENTER,"1755 18th St, Sarasota, FL 34234, USA",27.3537065,-82.5357863,-3226172126680784750
85,FL,BROWARD,,"HOLLYWOOD MANOR ASSISTED LIVING, INC.","900 N 24th Ave, Hollywood, FL 33020, USA",26.0189981,-80.1548732,-8965421348404730551
86,FL,OKALOOSA,,BEEHIVE HOMES OF NICEVILLE,"4268 Ida Coon Cir, Niceville, FL 32578, USA",30.4954176,-86.43886680000001,1493644941677134609
87,FL,DUVAL,,FOUNTAINS RESIDENCE AT MILL COVE,"9960 Atrium Way, Jacksonville, FL 32225, USA",30.3299484,-81.5414729,1192797482421055382
88,FL,OSCEOLA,,TOMEGUIN GARDEN ASSISTED LIVING LLC,"107 Celava Ct, Kissimmee, FL 34743, USA",28.327816,-81.355769,8062100472972506939
89,FL,VOLUSIA,,ROSE MANOR INC,"120 North St #2228, DeLand, FL 32720, USA",29.0525664,-81.3054767,-1574551498839708888
90,FL,HILLSBOROUGH,,ABIGAIL (THE),"320 S Delaware Ave, Tampa, FL 33606, USA",27.9402962,-82.4703563,-8394541118523103559
91,FL,MIAMI-DADE,,LIZI HOME CARE III INC,"4521 SW 135th Ave, Miami, FL 33175, USA",25.7241894,-80.413353,855673839564181108
92,FL,CHARLOTTE,,ALDER TERRACE ADULT CARE CENTER,"26563 Sandhill Blvd, Punta Gorda, FL 33983, USA",27.016774,-82.00859899999999,8239411256518989076
93,FL,DUVAL,,BROOKDALE CROWN POINT,"10050 Old St Augustine Rd, Jacksonville, FL 32257, USA",30.1939658,-81.6118608,-228659206122465214
94,FL,PINELLAS,,MARKET STREET MEMORY CARE,"833 E Lake Rd N, Tarpon Springs, FL 34688, USA",28.1585273,-82.6957015,-2263552729536911706
95,FL,VOLUSIA,,"CERTUS OC OPCO, LLC","675 Veterans Memorial Pkwy, Orange City, FL 32763, USA",28.9425738,-81.27524059999999,8737871537398546726
96,FL,CITRUS,,SUNSHINE GARDENS CRYSTAL RIVER LLC,"311 NE 4th Ave, Crystal River, FL 34429, USA",28.8977778,-82.5871549,2290607377224204805
97,FL,HIGHLANDS,,LAKESHORE MANOR AT LAKE JACKSON LLC,"2301 US Hwy 27 S, Sebring, FL 33870, USA",27.471013,-81.4526609,-463975943294165015
98,FL,PALM BEACH,,SHIRLEY HOUSE ALF INC,"534 Datura St, West Palm Beach, FL 33401, USA",26.7123575,-80.05684889999999,457351263089079305
99,FL,ST. LUCIE,,SAVORAH ALF INC,"2314 SW Ranch Ave, Port St. Lucie, FL 34953, USA",27.2781219,-80.4196223,-3475536096153212809
100,FL,ST. JOHNS,,STRATFORD (THE),"110 Stratford Mill Blvd, St. Augustine, FL 32084, USA",29.925549,-81.4084199,-3111446044388579776
101,FL,MIAMI-DADE,,"A1A CARE CENTER, INC","641 W 33rd St, Hialeah, FL 33012, USA",25.851926,-80.29527499999999,-1516063721153289879
102,FL,BREVARD,,WILSON PLACE (THE),"117 Wilson Ave, Cocoa Beach, FL 32931, USA",28.3718023,-80.60499449999999,2259268796442513571
103,FL,MARION,,HAWTHORNE INN OF OCALA,"4100 SW 33rd Ave, Ocala, FL 34474, USA",29.14735899999999,-82.176014,-6995736100924693480
104,FL,MIAMI-DADE,,"CHARITY HOME ALF, INC","290 W 48th St, Hialeah, FL 33012, USA",25.8653711,-80.288314,-5430431561618962764
105,FL,VOLUSIA,,SEASIDE MANOR OF ORMOND BEACH,"1050 Ocean Shore Blvd, Ormond Beach, FL 32176, USA",29.3177073,-81.0528886,1352372948122787808
106,FL,VOLUSIA,,HARBOR OAKS GOLDEN YEARS,"158 Farmbrook Rd, Port Orange, FL 32127, USA",29.114588,-80.9750059,-3671621976069638190
107,FL,MIAMI-DADE,,LAKE VIEW ALF CORP,"14220 Kendale Lakes Blvd, Miami, FL 33183, USA",25.6909808,-80.4249774,3830449245513530472
108,FL,ST. JOHNS,,GOLDEN HOUSE SENIOR LIVING #1,"3991 County Rd 210, Jacksonville, FL 32259, USA",30.0458801,-81.5665835,-933881358438878847
109,FL,DUVAL,,"FORT CAROLINE GARDENS, LLC","9150 Fort Caroline Rd, Jacksonville, FL 32225, USA",30.3591025,-81.5505155,8588290051437537523
110,FL,LEE,,AMERICAN HOUSE COCONUT POINT,"8460 Murano Del Lago Dr, Bonita Springs, FL 34135, USA",26.3925033,-81.80624739999999,3701913171153118623
111,FL,PALM BEACH,,VILLA OF KINGS & QUEENS OF DELRAY INC,"13415 Barwick Rd, Delray Beach, FL 33445, USA",26.4778529,-80.11497399999999,-835504100797310181
112,FL,BROWARD,,NEW HORIZON NORTH,"7106 NW 84th St, Tamarac, FL 33321, USA",26.227466,-80.247354,8842711924585851125
113,FL,BROWARD,,"CARING VILLAGE OF MARGATE, LLC","830 Lakeside Cir, Pompano Beach, FL 33060, USA",26.2242603,-80.13468929999999,-6873057599898066550
114,FL,POLK,,BROOKDALE WINTER HAVEN AL,"6110 Cypress Gardens Blvd, Winter Haven, FL 33884, USA",27.9844443,-81.68632149999999,8002223870562178829
115,FL,LEE,,LOVE ALF,"101 NE 9th Ct, Cape Coral, FL 33909, USA",26.6542272,-81.9543552,-789740826647719867
116,FL,ST. JOHNS,,WESTMINSTER ST AUGUSTINE,"235 Towerview Dr, St. Augustine, FL 32092, USA",29.9857575,-81.480272,3901384051435684579
117,FL,MIAMI-DADE,,HOGAR CRISTIANO LA ROCA,"10601 SW 48th St Building A, Miami, FL 33165, USA",25.7243039,-80.36664789999999,5439587994536795012
118,FL,BREVARD,,BROOKDALE WEST MELBOURNE,"7199 Greenboro Dr, Melbourne, FL 32904, USA",28.0937121,-80.6750844,5785137289811411714
119,FL,CLAY,,HOME CARE ASSISTED LIVING LLC,"3090 Russell Rd, Green Cove Springs, FL 32043, USA",30.0556979,-81.75052889999999,-4191682338636414455
120,FL,HIGHLANDS,,PALMS OF SEBRING (THE),"725 S Pine St, Sebring, FL 33870, USA",27.4923758,-81.4410808,1087788488612742625
121,FL,VOLUSIA,,GOOD SHEPARDS OF DELAND-WEST (THE),"1200 W New York Ave, DeLand, FL 32720, USA",29.027487,-81.32731799999999,-4692478257423475939
122,FL,MIAMI-DADE,,VILLA SERENA VI,"2120 NW 18th Terrace, Miami, FL 33125, USA",25.792223,-80.229804,6603094078759878679
123,FL,PINELLAS,,ST. MARK ASSISTED LIVING CENTER,"880 Highlands Blvd, Palm Harbor, FL 34684, USA",28.0759657,-82.7280442,6426455818256713503
124,FL,SEMINOLE,,NTM HOMES,"108 Missions Blvd, Sanford, FL 32771, USA",28.799454,-81.24973,7290241906282534136
125,FL,ST. LUCIE,,NAINA'S ANGELIC HANDS ASSISTED LIVING LLC,"6260 NW Topaz Way, Port St. Lucie, FL 34986, USA",27.3467775,-80.4091349,-2180131503229281788
126,FL,PALM BEACH,,BROOKDALE TEQUESTA,"211 Village Blvd, Tequesta, FL 33469, USA",26.9655585,-80.0892109,-4329204940462591584
127,FL,MIAMI-DADE,,"ALF SWEET HOME, LLC","931 NE 82nd St, Miami, FL 33138, USA",25.850632,-80.17752399999999,8480051129243568161
128,FL,BREVARD,,K & S TENDER CARE LLC,"155 Aviation Ave NE, Palm Bay, FL 32907, USA",28.0006685,-80.6706035,1815213916011640259
129,FL,MIAMI-DADE,,LIZI HOME CARE II INC,"4521 SW 135th Ave, Miami, FL 33175, USA",25.7241894,-80.413353,-3444002325277420416
130,FL,BROWARD,,VICTORIA'S RETIREMENT HOME ALF,"2233 NW 56th Ave, Lauderhill, FL 33313, USA",26.155203,-80.22667179999999,5167164182622218521
131,FL,DUVAL,,"SOME PLACE LIKE HOME, INC 2","7819 Glen Echo Rd N, Jacksonville, FL 32211, USA",30.3317987,-81.5796453,-6221135756458137791
132,FL,PALM BEACH,,"ORANGE BLOSSOMS VILLA III, LLC","10331 Pippin Ln, Royal Palm Beach, FL 33411, USA",26.6944899,-80.206887,7026964557915620054
133,FL,MIAMI-DADE,,THE PALMS ASSISTED LIVING CORP,"7280 NW 169th St, Hialeah, FL 33015, USA",25.9262593,-80.31893869999999,-8956985062745872129
134,FL,MIAMI-DADE,,DULCE HOME ALF CORP,"4001 SW 102nd Ct, Miami, FL 33165, USA",25.7321037,-80.3604857,-4611170807250697174
135,FL,PALM BEACH,,ALLEGRO,"11450 Hagen Ranch Rd, Boynton Beach, FL 33437, USA",26.5059337,-80.1629638,601908951193765632
136,FL,LAKE,,SPRINGS OF LADY LAKE,"620 Griffin Ave, Lady Lake, FL 32159, USA",28.9366533,-81.9333197,4387985325871550169
137,FL,DUVAL,,"SOME PLACE LIKE HOME, INC 3","7819 Glen Echo Rd N, Jacksonville, FL 32211, USA",30.3317987,-81.5796453,2399813459197055795
138,FL,COLUMBIA,,WILLOW CREEK,"507 NW Hall of Fame Dr, Lake City, FL 32055, USA",30.1851572,-82.6946998,-3144114168423805262
139,FL,LEE,,SANDY PARK DEVELOPMENT CENTER,"2975 Garden St, Fort Myers, FL 33917, USA",26.712184,-81.88605199999999,237494504086838044
140,FL,PINELLAS,,"SUNRISE COMMUNITY, INC.","St. Petersburg, FL 33705, USA",27.7766261,-82.6525849,-6197419864443995888
141,FL,POLK,,"SUNRISE COMMUNITY, INC.","2160 Green Tree Ct, Bartow, FL 33830, USA",27.881231,-81.82162699999999,227296960224706905
142,FL,BROWARD,,"SUNRISE COMMUNITY, INC.","19445 NW 62nd Ct, Hialeah, FL 33015, USA",25.948996,-80.30118999999999,4002709875373960054
143,HI,HONOLULU,,ARCADIA RETIREMENT,"15 Craigside Pl, Honolulu, HI 96817, USA",21.3229407,-157.8488836,8660233246212579278
144,HI,HAWAII,,LEGACY HILO REHABILITATION AND NURSING CENTER,"563 Kaumana Dr, Hilo, HI 96720, USA",19.704094,-155.110761,-6031162004930275836
145,HI,HONOLULU,,WAHIAWA NURSING AND REHAB CENTER,"128 Lehua St, Wahiawa, HI 96786, USA",21.4987121,-158.0262253,-6151859827069633969
146,HI,HONOLULU,,ANN PEARL REHABILITATION AND HEALTHCARE,"45-181 Waikalua Rd, Kaneohe, HI 96744, USA",21.4152,-157.795253,-739599534795842091
147,HI,HONOLULU,,ONE KALAKAUA SENIOR LIVING,"1314 Kalakaua Ave, Honolulu, HI 96826, USA",21.2988296,-157.8371886,-2434219802818959044
148,HI,HONOLULU,,THE PLAZA ASSISTED LIVING – PUNCHBOWL,"918 Lunalilo St, Honolulu, HI 96822, USA",21.30593,-157.847858,8504590647762210471
149,HI,HONOLULU,,PALOLO CHINESE HOME,"2459 10th Ave, Honolulu, HI 96816, USA",21.3038927,-157.7870534,-5209803488559970841
150,HI,HONOLULU,,AVALON CARE CENTER,"1930 Kamehameha IV Rd, Honolulu, HI 96819, USA",21.3455503,-157.8700611,-4675135137127485385
151,HI,HONOLULU,,ALOHA NURSING AND REHAB,"45-545 Kamehameha Hwy, Kaneohe, HI 96744, USA",21.3985915,-157.7976913,-5159439947246688213
152,HI,HONOLULU,,PEARL CITY NURSING HOME,"919 Lehua Ave, Pearl City, HI 96782, USA",21.3915717,-157.9710889,1096476357126811137
153,HI,HONOLULU,,PLAZA ASSISTED LIVING – PEARL CITY,"1048 Kuala St, Pearl City, HI 96782, USA",21.3978695,-157.977677,-5264260882056158646
154,HI,HONOLULU,,PLAZA ASSISTED LIVING – MOANALUA,"1280 Moanalualani Pl, Honolulu, HI 96819, USA",21.3662319,-157.9013742,7701373731467216512
155,HI,HONOLULU,,PU’UWAI O MAKAHA HEALTH SERVICES,"84-390 Jade St, Waianae, HI 96792, USA",21.4702012,-158.2062193,-4707926037789365058
156,HI,HONOLULU,,LE’AHI HOSPITAL,"3675 Kilauea Ave, Honolulu, HI 96816, USA",21.2735887,-157.8013623,122411562638114916
157,HI,HONOLULU,,CLARENCE TC CHING VILLAS,"1001 Bishop St # 770, Honolulu, HI 96813, USA",21.3075976,-157.8610322,-1790043371271959186
158,HI,HAWAII,,YUKIO OKUTSU VETERANS STATE HOME,"1180 Waianuenue Ave, Hilo, HI 96720, USA",19.7183653,-155.111971,8400940232798669955
159,HI,HONOLULU,,THE PLAZA ASSISTED LIVING AT MOANALUA,"1280 Moanalualani Pl, Honolulu, HI 96819, USA",21.3662319,-157.9013742,-7665087801891807741
160,HI,HAWAII,,LIFE CARE CENTER OF HILO,"944 W Kawailani St, Hilo, HI 96720, USA",19.68367,-155.09512,6189787242690283324
161,HI,HONOLULU,,15 CRAIGSIDE,"15 Craigside Pl, Honolulu, HI 96817, USA",21.3229046,-157.8489792,-5558433280722173717
162,KY,FAYETTE,,PRESTON GREES SENIOR LIVING,"1825 Little Herb Way, Lexington, KY 40509, USA",38.0278195,-84.407057,-6420097869919173
163,KY,JEFFERSON,,HOME OF THE INNOCENTS- KOSAIR CHARITIES PEDIATRIC CONVALESCENT CENTER,"1100 E Market St, Louisville, KY 40206, USA",38.2518839,-85.73088039999999,-2272832146612023908
164,OH,ALLEN,,CRSI- CHESTERTON HOME,"Chesterton Dr, Ohio 45805, USA",40.7570908,-84.1496018,7351529149751995069
165,OK,,,COMMUNITY HEALTH CENTER,"1318 N Elm St, Perry, OK 73077, USA",36.288103,-97.298919,3009490154344090794
166,OR,POLK,,INTUITIVE RESIDENTIAL CARE,"2040 Paragon Ct NW #1347, Salem, OR 97304, USA",44.9786303,-123.0758154,-3268622250225384800
167,OR,WASHINGTON,,"TOUCHMARK IN THE WEST HILLS
- INDEPENDENT LIVING","840 SW Touchmark Way, Portland, OR 97225, USA",45.51310360000001,-122.759585,8993691812924528249
168,OR,HARNEY,,THE ASPENS ASSISTED LIVING,"210 Roe Davis Ave, Hines, OR 97738, USA",43.5739884,-119.0803161,-85083632948346173
